LanguageCode	LanguageName	SpecificDialect	Phoneme	Allophones	Source	Trump	GlyphID	InventoryID	tone	stress	syllabic	short	long	consonantal	sonorant	continuant	delayedRelease	approximant	tap	trill	nasal	lateral	labial	round	labiodental	coronal	anterior	distributed	strident	dorsal	high	low	front	back	tense	retractedTongueRoot	advancedTongueRoot	periodicGlottalSource	epilaryngealSource	spreadGlottis	constrictedGlottis	fortis	raisedLarynxEjective	loweredLarynxImplosive	click
aal	KOTOKO	NA	a̟	NA	upsid	TRUE	0061+031F	198	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	-	-	0	-	-	0
aal	KOTOKO	NA	e	NA	upsid	TRUE	0065	198	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
aal	KOTOKO	NA	i	NA	upsid	TRUE	0069	198	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
aal	KOTOKO	NA	o	NA	upsid	TRUE	006F	198	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
aal	KOTOKO	NA	u	NA	upsid	TRUE	0075	198	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
aal	KOTOKO	NA	ɑ	NA	upsid	TRUE	0251	198	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	+	0	-	-	+	-	-	-	0	-	-	0
aal	KOTOKO	NA	ɔ	NA	upsid	TRUE	0254	198	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
aal	KOTOKO	NA	ɛ	NA	upsid	TRUE	025B	198	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	-	-	0
aal	KOTOKO	NA	ɤ	NA	upsid	TRUE	0264	198	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
acv	ACHUMAWI	NA	a	NA	upsid	TRUE	0061	199	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
acv	ACHUMAWI	NA	e̞	NA	upsid	TRUE	0065+031E	199	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
acv	ACHUMAWI	NA	i	NA	upsid	TRUE	0069	199	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
acv	ACHUMAWI	NA	o̞	NA	upsid	TRUE	006F+031E	199	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
acv	ACHUMAWI	NA	u	NA	upsid	TRUE	0075	199	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
acv	ACHUMAWI	NA	ə	NA	upsid	TRUE	0259	199	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	-	-	-	-	+	-	-	-	0	-	-	0
adz	ADZERA	NA	a	NA	upsid	FALSE	0061	200	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
adz	ADZERA	NA	aː	NA	upsid	FALSE	0061+02D0	200	0	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
adz	ADZERA	NA	i	NA	upsid	FALSE	0069	200	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
adz	ADZERA	NA	iː	NA	upsid	FALSE	0069+02D0	200	0	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
adz	ADZERA	NA	o̞	NA	upsid	FALSE	006F+031E	200	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
adz	ADZERA	NA	o̞ː	NA	upsid	FALSE	006F+031E+02D0	200	0	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
adz	ADZERA	NA	ɯ	NA	upsid	FALSE	026F	200	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
aer	ARRERNTE	NA	a	NA	upsid	FALSE	0061	201	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
aer	ARRERNTE	NA	i	NA	upsid	FALSE	0069	201	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
aer	ARRERNTE	NA	u	NA	upsid	FALSE	0075	201	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
aey	AMELE	NA	i	NA	upsid	TRUE	0069	202	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
aey	AMELE	NA	u	NA	upsid	TRUE	0075	202	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
aey	AMELE	NA	æ	NA	upsid	TRUE	00E6	202	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	-	-	0	-	-	0
aey	AMELE	NA	ɔ	NA	upsid	TRUE	0254	202	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
aey	AMELE	NA	ɛ	NA	upsid	TRUE	025B	202	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	-	-	0
agm	ANGAATIHA	NA	a	NA	upsid	TRUE	0061	203	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
agm	ANGAATIHA	NA	ai	NA	upsid	TRUE	0061+0069	203	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	-,+	-	+	-	-	+	-	-	-	0	-	-	0
agm	ANGAATIHA	NA	au	NA	upsid	TRUE	0061+0075	203	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	+,-	-	-,+	+	-	-	+	-	-	-	0	-	-	0
agm	ANGAATIHA	NA	aː	NA	upsid	TRUE	0061+02D0	203	0	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
agm	ANGAATIHA	NA	e̞	NA	upsid	TRUE	0065+031E	203	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
agm	ANGAATIHA	NA	i	NA	upsid	TRUE	0069	203	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
agm	ANGAATIHA	NA	o̞	NA	upsid	TRUE	006F+031E	203	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
agm	ANGAATIHA	NA	u	NA	upsid	TRUE	0075	203	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
agm	ANGAATIHA	NA	ə̆	NA	upsid	TRUE	0259+0306	203	0	-	+	+	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	-	-	-	-	+	-	-	-	0	-	-	0
agq	AGHEM	NA	a	NA	upsid	FALSE	0061	204	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
agq	AGHEM	NA	e	NA	upsid	FALSE	0065	204	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
agq	AGHEM	NA	i	NA	upsid	FALSE	0069	204	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
agq	AGHEM	NA	o	NA	upsid	FALSE	006F	204	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
agq	AGHEM	NA	u	NA	upsid	FALSE	0075	204	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
agq	AGHEM	NA	ɒ	NA	upsid	FALSE	0252	204	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	+	-	+	0	-	-	+	-	-	-	0	-	-	0
agq	AGHEM	NA	ɔ	NA	upsid	FALSE	0254	204	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
agq	AGHEM	NA	ɛ	NA	upsid	FALSE	025B	204	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	-	-	0
agq	AGHEM	NA	ɪ	NA	upsid	FALSE	026A	204	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	-	-	-	+	-	-	-	0	-	-	0
agq	AGHEM	NA	ʊ	NA	upsid	FALSE	028A	204	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	0	-	-	0
ahp	AIZI	NA	a	NA	upsid	TRUE	0061	205	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
ahp	AIZI	NA	e	NA	upsid	TRUE	0065	205	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
ahp	AIZI	NA	i	NA	upsid	TRUE	0069	205	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
ahp	AIZI	NA	o	NA	upsid	TRUE	006F	205	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
ahp	AIZI	NA	u	NA	upsid	TRUE	0075	205	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
ahp	AIZI	NA	ɛ	NA	upsid	TRUE	025B	205	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	-	-	0
ahp	AIZI	NA	ɪ	NA	upsid	TRUE	026A	205	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	-	-	-	+	-	-	-	0	-	-	0
ahp	AIZI	NA	ɯ̞	NA	upsid	TRUE	026F+031E	205	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
ahp	AIZI	NA	ʌ	NA	upsid	TRUE	028C	205	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
aht	AHTNA	NA	a	NA	upsid	TRUE	0061	206	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
aht	AHTNA	NA	e̞	NA	upsid	TRUE	0065+031E	206	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
aht	AHTNA	NA	i	NA	upsid	TRUE	0069	206	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
aht	AHTNA	NA	o̞	NA	upsid	TRUE	006F+031E	206	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
aht	AHTNA	NA	u	NA	upsid	TRUE	0075	206	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
ain	AINU	NA	a	NA	upsid	FALSE	0061	207	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
ain	AINU	NA	i	NA	upsid	FALSE	0069	207	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
ain	AINU	NA	u	NA	upsid	FALSE	0075	207	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
ain	AINU	NA	ɔ	NA	upsid	FALSE	0254	207	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
ain	AINU	NA	ɛ	NA	upsid	FALSE	025B	207	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	-	-	0
aka	AKAN	NA	a	NA	upsid	FALSE	0061	208	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
aka	AKAN	NA	ã	NA	upsid	FALSE	0061+0303	208	0	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
aka	AKAN	NA	e	NA	upsid	FALSE	0065	208	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
aka	AKAN	NA	i	NA	upsid	FALSE	0069	208	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
aka	AKAN	NA	ĩ	NA	upsid	FALSE	0069+0303	208	0	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
aka	AKAN	NA	o	NA	upsid	FALSE	006F	208	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
aka	AKAN	NA	u	NA	upsid	FALSE	0075	208	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
aka	AKAN	NA	ũ	NA	upsid	FALSE	0075+0303	208	0	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
aka	AKAN	NA	ɔ	NA	upsid	FALSE	0254	208	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
aka	AKAN	NA	ɛ	NA	upsid	FALSE	025B	208	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	-	-	0
aka	AKAN	NA	ɪ	NA	upsid	FALSE	026A	208	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	-	-	-	+	-	-	-	0	-	-	0
aka	AKAN	NA	ɪ̃	NA	upsid	FALSE	026A+0303	208	0	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	+	-	+	-	-	-	-	+	-	-	-	0	-	-	0
aka	AKAN	NA	ʊ	NA	upsid	FALSE	028A	208	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	0	-	-	0
aka	AKAN	NA	ʊ̃	NA	upsid	FALSE	028A+0303	208	0	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	0	-	-	0
ake	AKAWAIO	NA	a	NA	upsid	FALSE	0061	209	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
ake	AKAWAIO	NA	ai	NA	upsid	FALSE	0061+0069	209	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	-,+	-	+	-	-	+	-	-	-	0	-	-	0
ake	AKAWAIO	NA	au	NA	upsid	FALSE	0061+0075	209	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	+,-	-	-,+	+	-	-	+	-	-	-	0	-	-	0
ake	AKAWAIO	NA	e̞	NA	upsid	FALSE	0065+031E	209	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
ake	AKAWAIO	NA	i	NA	upsid	FALSE	0069	209	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
ake	AKAWAIO	NA	o̞	NA	upsid	FALSE	006F+031E	209	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
ake	AKAWAIO	NA	u	NA	upsid	FALSE	0075	209	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
ake	AKAWAIO	NA	ɔi	NA	upsid	FALSE	0254+0069	209	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-,+	-	-,+	+,-	-,+	-	-	+	-	-	-	0	-	-	0
ake	AKAWAIO	NA	ə	NA	upsid	FALSE	0259	209	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	-	-	-	-	+	-	-	-	0	-	-	0
ake	AKAWAIO	NA	ɨ	NA	upsid	FALSE	0268	209	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	+	-	-	+	-	-	-	0	-	-	0
akz	ALABAMA	NA	a	NA	upsid	FALSE	0061	210	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
akz	ALABAMA	NA	e	NA	upsid	FALSE	0065	210	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
akz	ALABAMA	NA	o	NA	upsid	FALSE	006F	210	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
alc	QAWASQAR	NA	a	NA	upsid	FALSE	0061	211	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
alc	QAWASQAR	NA	o̞	NA	upsid	FALSE	006F+031E	211	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
alc	QAWASQAR	NA	ə	NA	upsid	FALSE	0259	211	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	-	-	-	-	+	-	-	-	0	-	-	0
ald	ALLADIAN	NA	a	NA	upsid	FALSE	0061	212	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
ald	ALLADIAN	NA	ã	NA	upsid	FALSE	0061+0303	212	0	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
ald	ALLADIAN	NA	e	NA	upsid	FALSE	0065	212	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
ald	ALLADIAN	NA	i	NA	upsid	FALSE	0069	212	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
ald	ALLADIAN	NA	o	NA	upsid	FALSE	006F	212	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
ald	ALLADIAN	NA	u	NA	upsid	FALSE	0075	212	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
ald	ALLADIAN	NA	ɔ	NA	upsid	FALSE	0254	212	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
ald	ALLADIAN	NA	ɔ̃	NA	upsid	FALSE	0254+0303	212	0	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
ald	ALLADIAN	NA	ɛ	NA	upsid	FALSE	025B	212	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	-	-	0
ald	ALLADIAN	NA	ɛ̃	NA	upsid	FALSE	025B+0303	212	0	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	-	-	0
ald	ALLADIAN	NA	ɪ	NA	upsid	FALSE	026A	212	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	-	-	-	+	-	-	-	0	-	-	0
ale	ALEUT	NA	a	NA	upsid	FALSE	0061	213	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
ale	ALEUT	NA	i	NA	upsid	FALSE	0069	213	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
ale	ALEUT	NA	u	NA	upsid	FALSE	0075	213	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
alh	ALAWA	NA	a	NA	upsid	FALSE	0061	214	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
alh	ALAWA	NA	e̞	NA	upsid	FALSE	0065+031E	214	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
alh	ALAWA	NA	ɪ	NA	upsid	FALSE	026A	214	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	-	-	-	+	-	-	-	0	-	-	0
alh	ALAWA	NA	ɯ̞	NA	upsid	FALSE	026F+031E	214	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
als	ALBANIAN	NA	a	NA	upsid	FALSE	0061	215	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
als	ALBANIAN	NA	e̞	NA	upsid	FALSE	0065+031E	215	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
als	ALBANIAN	NA	i	NA	upsid	FALSE	0069	215	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
als	ALBANIAN	NA	o̞	NA	upsid	FALSE	006F+031E	215	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
als	ALBANIAN	NA	u	NA	upsid	FALSE	0075	215	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
als	ALBANIAN	NA	y	NA	upsid	FALSE	0079	215	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
als	ALBANIAN	NA	ə	NA	upsid	FALSE	0259	215	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	-	-	-	-	+	-	-	-	0	-	-	0
amc	AMAHUACA	NA	a	NA	upsid	FALSE	0061	216	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
amc	AMAHUACA	NA	ã	NA	upsid	FALSE	0061+0303	216	0	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
amc	AMAHUACA	NA	õ̞	NA	upsid	FALSE	006F+0303+031E	216	0	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
amc	AMAHUACA	NA	o̞	NA	upsid	FALSE	006F+031E	216	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
