LanguageCode	LanguageName	Phoneme	GlyphID	tone	stress	syllabic	short	long	consonantal	sonorant	continuant	delayedRelease	approximant	tap	trill	nasal	lateral	labial	round	labiodental	coronal	anterior	distributed	strident	dorsal	high	low	front	back	tense	retractedTongueRoot	advancedTongueRoot	periodicGlottalSource	epilaryngealSource	spreadGlottis	constrictedGlottis	fortis	raisedLarynxEjective	loweredLarynxImplosive	click
teq	TEMEIN	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
teq	TEMEIN	e	65	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
teq	TEMEIN	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
teq	TEMEIN	o	006F	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
teq	TEMEIN	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
teq	TEMEIN	"?"""	254	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
teq	TEMEIN	?>	025B	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	-	-	0
tet	TETUN	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tet	TETUN	e??	0065+031E	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tet	TETUN	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tet	TETUN	o??	006F+031E	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tet	TETUN	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tgc	TIGAK	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tgc	TIGAK	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tgc	TIGAK	?	250	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tgc	TIGAK	"?"""	254	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
tgc	TIGAK	?>	025B	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	-	-	0
tgl	TAGALOG	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tgl	TAGALOG	e??	0065+031E	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tgl	TAGALOG	o??	006F+031E	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tgl	TAGALOG	??	026A	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	-	-	-	+	-	-	-	0	-	-	0
tgl	TAGALOG	??	028A	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	0	-	-	0
tha	THAI	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tha	THAI	e	65	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tha	THAI	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tha	THAI	o	006F	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tha	THAI	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tha	THAI	??	0	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	-	-	0	-	-	0
tha	THAI	"?"""	254	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
tha	THAI	??	258	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	-	+	-	-	+	-	-	-	0	-	-	0
tha	THAI	??	268	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	+	-	-	+	-	-	-	0	-	-	0
thv	TAMASHEQ	e??	0065+031E	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
thv	TAMASHEQ	e???	0065+031E+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
thv	TAMASHEQ	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
thv	TAMASHEQ	i?	0069+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
thv	TAMASHEQ	o??	006F+031E	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
thv	TAMASHEQ	o???	006F+031E+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
thv	TAMASHEQ	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
thv	TAMASHEQ	u?	0075+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
thv	TAMASHEQ	??	0	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	-	-	0	-	-	0
thv	TAMASHEQ	???	00E6+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	-	-	0	-	-	0
thv	TAMASHEQ	?	250	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
thv	TAMASHEQ	??	259	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	-	-	-	-	+	-	-	-	0	-	-	0
tig	TIGRE	a???	0061+031F+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	-	-	0	-	-	0
tig	TIGRE	e???	0065+031E+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tig	TIGRE	i?	0069+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tig	TIGRE	o???	006F+031E+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tig	TIGRE	u?	0075+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tig	TIGRE	??	259	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	-	-	-	-	+	-	-	-	0	-	-	0
tig	TIGRE	??	025C	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	-	-	-	-	+	-	-	-	0	-	-	0
tiw	TIWI	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tiw	TIWI	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tiw	TIWI	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tiw	TIWI	"?"""	254	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
tiy	TIRURAY	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tiy	TIRURAY	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tiy	TIRURAY	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tiy	TIRURAY	"?"""	254	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
tiy	TIRURAY	?>	025B	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	-	-	0
tiy	TIRURAY	??	268	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	+	-	-	+	-	-	-	0	-	-	0
tli	TLINGIT	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tli	TLINGIT	e??	0065+031E	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tli	TLINGIT	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tli	TLINGIT	o??	006F+031E	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tli	TLINGIT	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tlo	JOMANG	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tlo	JOMANG	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tlo	JOMANG	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tlo	JOMANG	"?"""	254	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
tlo	JOMANG	?>	025B	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	-	-	0
tlo	JOMANG	??	026A	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	-	-	-	+	-	-	-	0	-	-	0
tlo	JOMANG	??	028A	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	0	-	-	0
tma	TAMA	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tma	TAMA	e	65	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tma	TAMA	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tma	TAMA	o	006F	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tma	TAMA	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tma	TAMA	"?"""	254	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
tma	TAMA	?>	025B	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	-	-	0
tma	TAMA	??	026A	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	-	-	-	+	-	-	-	0	-	-	0
tma	TAMA	??	028A	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	0	-	-	0
tml	ASMAT	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tml	ASMAT	e	65	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tml	ASMAT	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tml	ASMAT	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tml	ASMAT	"?"""	254	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
tml	ASMAT	??	259	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	-	-	-	-	+	-	-	-	0	-	-	0
tna	TACANA	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tna	TACANA	e??	0065+031E	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tna	TACANA	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tna	TACANA	o??	006F+031E	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tnl	LENAKEL	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tnl	LENAKEL	e??	0065+031E	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tnl	LENAKEL	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tnl	LENAKEL	o??	006F+031E	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tnl	LENAKEL	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tnl	LENAKEL	??	259	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	-	-	-	-	+	-	-	-	0	-	-	0
top	TOTONAC	a?	0061+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
top	TOTONAC	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
top	TOTONAC	i?	0069+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
top	TOTONAC	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
top	TOTONAC	u?	0075+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
top	TOTONAC	??	0	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	-	-	0	-	-	0
tpm	TAMPULMA	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tpm	TAMPULMA	e	65	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tpm	TAMPULMA	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tpm	TAMPULMA	o	006F	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tpm	TAMPULMA	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tpm	TAMPULMA	"?"""	254	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
tpm	TAMPULMA	?>	025B	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	-	-	0
tpm	TAMPULMA	??	026A	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	-	-	-	+	-	-	-	0	-	-	0
tpm	TAMPULMA	??	028A	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-	-	+	-	-	-	0	-	-	0
tpx	TLAPANEC	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tpx	TLAPANEC	a??	0061+0303	0	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tpx	TLAPANEC	e????	0065+0303+031E	0	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tpx	TLAPANEC	e??	0065+031E	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tpx	TLAPANEC	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tpx	TLAPANEC	i??	0069+0303	0	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tpx	TLAPANEC	o????	006F+0303+031E	0	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tpx	TLAPANEC	o??	006F+031E	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tpx	TLAPANEC	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tpx	TLAPANEC	u??	0075+0303	0	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tpy	TRUMAI	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tpy	TRUMAI	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tpy	TRUMAI	o	006F	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tpy	TRUMAI	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tpy	TRUMAI	??	258	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	-	+	-	-	+	-	-	-	0	-	-	0
tpy	TRUMAI	?>	025B	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	-	-	0
tqo	TAORIPI	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tqo	TAORIPI	e??	0065+031E	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tqo	TAORIPI	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tqo	TAORIPI	o??	006F+031E	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tqo	TAORIPI	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tqo	TAORIPI	"?"""	254	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
tqw	TONKAWA	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tqw	TONKAWA	a?	0061+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
tqw	TONKAWA	e?	0065+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tqw	TONKAWA	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tqw	TONKAWA	i?	0069+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
tqw	TONKAWA	o?	006F+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tqw	TONKAWA	u	75	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tqw	TONKAWA	u?	0075+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	-	-	0
tqw	TONKAWA	"?"""	254	0	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	-	-	0
tqw	TONKAWA	?>	025B	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	-	-	0	-	-	0
trg	NEO-ARAMAIC	a	61	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
trg	NEO-ARAMAIC	a?	0061+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	-	-	0
trg	NEO-ARAMAIC	a???	0061+02D0+02E4	0	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	+	-	+	-	-	-	0	-	-	0
trg	NEO-ARAMAIC	a??	0061+02E4	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	+	-	+	-	-	-	0	-	-	0
trg	NEO-ARAMAIC	e??	0065+031E	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	-	-	0
trg	NEO-ARAMAIC	e????	0065+031E+02E4	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	+	-	+	-	-	-	0	-	-	0
trg	NEO-ARAMAIC	i	69	0	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
trg	NEO-ARAMAIC	i?	0069+02D0	0	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	-	-	0
